Row,Write,kill API,chdir API,Accept,B/M/M,Connect,network_http,clone API,Rename,Read,postgresql,S/P,execve API,Label
829,1000,0,0,10,110,0,508,0,0,1532,0,996,0,0
830,1000,0,0,10,108,0,508,0,0,1532,0,998,0,0
831,2,0,0,2,26,0,1,0,0,18,0,2,0,0
832,1002,0,0,12,72,0,506,0,0,1520,0,998,0,0
833,1002,0,0,12,68,0,506,0,0,1520,0,998,0,0
834,0,0,0,0,22,0,1,0,0,4,0,0,0,0
835,1126,0,0,10,108,0,571,0,0,1719,0,1120,0,0
836,1000,0,0,10,108,0,508,0,0,1530,0,992,0,0
837,2,0,0,2,26,0,1,0,0,18,0,2,0,0
838,1002,0,0,12,77,0,510,0,0,1524,0,1000,0,0
839,1002,0,0,12,90,0,510,0,0,1524,0,1004,0,0
840,0,0,0,0,22,0,1,0,0,4,0,0,0,0
841,1000,0,0,10,92,0,504,0,0,1528,0,1012,0,0
842,1000,0,0,10,100,0,504,0,0,1528,0,1026,0,0
843,2,0,0,2,48,0,2,0,0,20,0,2,0,0
844,1000,0,0,12,92,0,509,0,0,1518,0,994,0,0
845,1002,0,0,12,98,0,510,0,0,1522,0,992,0,0
846,0,0,0,0,0,0,0,0,0,2,0,0,0,0
847,1000,0,0,10,94,0,504,0,0,1530,0,996,0,0
848,1000,0,0,10,96,0,504,0,0,1530,0,992,0,0
849,2,0,0,2,48,0,2,0,0,20,0,2,0,0
850,1002,0,0,12,100,0,510,0,0,1522,0,992,0,0
851,1060,0,0,14,124,0,540,0,0,1623,0,1054,0,0
852,0,0,0,0,0,0,0,0,0,2,0,0,0,0
853,1000,0,0,10,79,0,509,0,0,1519,0,992,0,0
854,1000,0,0,10,88,0,509,0,0,1519,0,996,0,0
855,2,0,0,2,48,0,2,0,0,20,0,2,0,0
856,1002,0,0,12,90,0,505,0,0,1533,0,1006,0,0
857,1002,0,0,12,100,0,505,0,0,1533,0,996,0,0
858,2,0,0,2,26,0,1,0,0,20,0,2,0,0
859,1002,0,0,12,112,0,510,0,0,1535,0,994,0,0
860,1188,0,0,14,130,0,604,0,0,1814,0,1182,0,0
861,0,0,0,0,22,0,1,0,0,2,0,0,0,0
862,1000,0,0,10,64,0,504,0,0,1516,0,996,0,0
863,1000,0,0,10,68,0,504,0,0,1517,0,992,0,0
864,2,0,0,2,26,0,1,0,0,20,0,2,0,0
865,1002,0,0,12,122,0,510,0,0,1535,0,994,0,0
866,1002,0,0,12,114,0,510,0,0,1535,0,996,0,0
867,0,0,0,0,22,0,1,0,0,2,0,0,0,0
868,1000,0,0,10,92,0,508,0,0,1519,0,994,0,0
869,1200,0,0,12,121,0,608,0,0,1832,0,1192,0,0
870,2,0,0,2,26,0,1,0,0,20,0,2,0,0
871,1002,0,0,12,66,0,506,0,0,1518,0,998,0,0
872,1002,0,0,12,78,0,506,0,0,1520,0,1000,0,0
873,0,0,0,0,22,0,1,0,0,4,0,0,0,0
874,1000,0,0,10,114,0,508,0,0,1532,0,1000,0,0
875,1000,0,0,10,118,0,508,0,0,1532,0,1000,0,0
876,2,0,0,2,26,0,1,0,0,18,0,2,0,0
877,1084,0,0,14,70,0,547,0,0,1644,0,1078,0,0
878,1202,0,0,14,78,0,606,0,0,1822,0,1192,0,0
879,0,0,0,0,22,0,1,0,0,4,0,0,0,0
880,1000,0,0,10,108,0,508,0,0,1530,0,994,0,0
881,1000,0,0,10,116,0,508,0,0,1530,0,990,0,0
882,2,0,0,2,26,0,1,0,0,18,0,2,0,0
883,1002,0,0,12,89,0,510,0,0,1524,0,994,0,0
884,1002,0,0,12,96,0,510,0,0,1524,0,1000,0,0
885,0,0,0,0,22,0,1,0,0,4,0,0,0,0
886,1178,0,0,12,88,0,593,0,0,1797,0,1170,0,0
887,1200,0,0,12,106,0,604,0,0,1830,0,1192,0,0
888,2,0,0,2,48,0,2,0,0,20,0,2,0,0
889,1002,0,0,12,90,0,510,0,0,1522,0,996,0,0
890,1002,0,0,12,100,0,510,0,0,1522,0,1006,0,0
891,0,0,0,0,0,0,0,0,0,2,0,0,0,0
892,1000,0,0,10,86,0,504,0,0,1530,0,1002,0,0
893,1000,0,0,10,88,0,504,0,0,1530,0,994,0,0
894,2,0,0,2,48,0,2,0,0,20,0,2,0,0
895,1202,0,0,14,116,0,610,0,0,1835,0,1196,0,0
896,1202,0,0,14,116,0,610,0,0,1835,0,1194,0,0
897,0,0,0,0,0,0,0,0,0,2,0,0,0,0
898,1000,0,0,10,88,0,509,0,0,1519,0,994,0,0
899,1000,0,0,10,86,0,509,0,0,1519,0,990,0,0
900,2,0,0,2,48,0,2,0,0,20,0,2,0,0
901,1002,0,0,12,90,0,505,0,0,1533,0,998,0,0
902,1002,0,0,12,90,0,505,0,0,1533,0,996,0,0
903,2,0,0,2,26,0,1,0,0,20,0,2,0,0
904,1200,0,0,14,114,0,610,0,0,1832,0,1194,0,0
905,1202,0,0,14,116,0,610,0,0,1835,0,1192,0,0
906,0,0,0,0,22,0,1,0,0,2,0,0,0,0
907,1000,0,0,10,64,0,504,0,0,1517,0,994,0,0
908,1000,0,0,10,64,0,504,0,0,1517,0,992,0,0
909,2,0,0,2,26,0,1,0,0,20,0,2,0,0
910,1002,0,0,12,114,0,510,0,0,1535,0,996,0,0
911,1002,0,0,12,112,0,510,0,0,1535,0,996,0,0
912,0,0,0,0,22,0,1,0,0,2,0,0,0,0
913,1200,0,0,12,122,0,608,0,0,1832,0,1192,0,0
914,1200,0,0,12,114,0,608,0,0,1832,0,1190,0,0
915,2,0,0,2,26,0,1,0,0,18,0,2,0,0
916,1002,0,0,12,78,0,506,0,0,1520,0,1000,0,0
917,1002,0,0,12,76,0,506,0,0,1520,0,994,0,0
918,0,0,0,0,22,0,1,0,0,4,0,0,0,0
919,1000,0,0,10,112,0,508,0,0,1532,0,990,0,0
920,1000,0,0,10,118,0,508,0,0,1532,0,990,0,0
921,2,0,0,2,26,0,1,0,0,18,0,2,0,0
922,1202,0,0,14,82,0,606,0,0,1822,0,1194,0,0
923,1202,0,0,14,84,0,606,0,0,1822,0,1192,0,0
924,0,0,0,0,22,0,1,0,0,4,0,0,0,0
925,1000,0,0,10,118,0,508,0,0,1530,0,998,0,0
926,1000,0,0,10,118,0,508,0,0,1530,0,992,0,0
927,2,0,0,2,26,0,1,0,0,18,0,2,0,0
928,1002,0,0,12,94,0,510,0,0,1524,0,992,0,0
929,1002,0,0,12,74,0,510,0,0,1524,0,992,0,0
930,0,0,0,0,0,0,0,0,0,2,0,0,0,0
931,1198,0,0,12,94,0,604,0,0,1828,0,1198,0,0
932,1168,0,0,10,88,0,588,0,0,1784,0,1164,0,0
933,2,0,0,2,48,0,2,0,0,20,0,2,0,0
934,1002,0,0,12,90,0,510,0,0,1522,0,994,0,0
935,1002,0,0,12,90,0,510,0,0,1522,0,994,0,0
936,0,0,0,0,0,0,0,0,0,2,0,0,0,0
937,1000,0,0,10,86,0,504,0,0,1530,0,992,0,0
938,1000,0,0,10,86,0,504,0,0,1530,0,990,0,0
939,2,0,0,2,48,0,2,0,0,20,0,2,0,0
940,1200,0,0,14,114,0,609,0,0,1832,0,1192,0,0
941,1058,0,0,12,114,0,538,0,0,1619,0,1050,0,0
942,0,0,0,0,0,0,0,0,0,2,0,0,0,0
943,1000,0,0,10,86,0,509,0,0,1519,0,990,0,0
944,1000,0,0,10,92,0,509,0,0,1519,0,992,0,0
945,2,0,0,2,48,0,2,0,0,18,0,2,0,0
946,1002,0,0,12,90,0,505,0,0,1533,0,996,0,0
947,1002,0,0,12,98,0,505,0,0,1533,0,994,0,0
948,2,0,0,2,26,0,1,0,0,20,0,2,0,0
949,1200,0,0,12,114,0,609,0,0,1832,0,1192,0,0
950,1002,0,0,12,122,0,510,0,0,1535,0,992,0,0
951,0,0,0,0,22,0,1,0,0,2,0,0,0,0
952,1000,0,0,10,64,0,504,0,0,1517,0,1004,0,0
953,1000,0,0,10,74,0,504,0,0,1517,0,996,0,0
954,2,0,0,2,26,0,1,0,0,20,0,2,0,0
955,1002,0,0,12,112,0,510,0,0,1535,0,994,0,0
956,1002,0,0,12,116,0,510,0,0,1535,0,992,0,0
957,0,0,0,0,22,0,1,0,0,2,0,0,0,0
958,1072,0,0,10,112,0,544,0,0,1639,0,1066,0,0
959,1000,0,0,10,108,0,508,0,0,1532,0,992,0,0
960,2,0,0,2,26,0,1,0,0,18,0,2,0,0
961,1002,0,0,12,68,0,506,0,0,1520,0,992,0,0
962,1002,0,0,12,68,0,506,0,0,1520,0,992,0,0
963,0,0,0,0,22,0,1,0,0,4,0,0,0,0
964,1000,0,0,10,108,0,508,0,0,1532,0,994,0,0
965,1184,0,0,12,110,0,601,0,0,1809,0,1178,0,0
966,2,0,0,2,26,0,1,0,0,18,0,2,0,0
967,1002,0,0,12,68,0,506,0,0,1522,0,996,0,0
968,1002,0,0,12,68,0,506,0,0,1522,0,996,0,0
969,0,0,0,0,22,0,1,0,0,4,0,0,0,0
970,1000,0,0,10,108,0,508,0,0,1530,0,990,0,0
971,1000,0,0,10,114,0,508,0,0,1530,0,992,0,0
972,2,0,0,2,48,0,2,0,0,20,0,2,0,0
973,1078,0,0,14,104,0,548,0,0,1636,0,1066,0,0
974,1202,0,0,14,94,0,610,0,0,1824,0,1194,0,0
975,0,0,0,0,0,0,0,0,0,2,0,0,0,0
976,998,0,0,10,84,0,504,0,0,1527,0,994,0,0
977,1000,0,0,10,88,0,504,0,0,1530,0,994,0,0
978,2,0,0,2,48,0,2,0,0,20,0,2,0,0
979,1002,0,0,12,90,0,510,0,0,1522,0,996,0,0
980,1002,0,0,12,90,0,510,0,0,1522,0,994,0,0
981,0,0,0,0,0,0,0,0,0,2,0,0,0,0
982,1190,0,0,12,98,0,599,0,0,1814,0,1180,0,0
983,1200,0,0,12,94,0,604,0,0,1830,0,1190,0,0
984,2,0,0,2,48,0,2,0,0,20,0,2,0,0
985,1002,0,0,12,120,0,510,0,0,1535,0,992,0,0
986,1002,0,0,12,116,0,510,0,0,1535,0,992,0,0
987,0,0,0,0,0,0,0,0,0,2,0,0,0,0
988,1000,0,0,10,88,0,509,0,0,1519,0,992,0,0
989,1000,0,0,10,88,0,509,0,0,1519,0,990,0,0
990,2,0,0,2,48,0,2,0,0,18,0,2,0,0
991,1202,0,0,14,94,0,605,0,0,1833,0,1192,0,0
992,1202,0,0,14,102,0,605,0,0,1833,0,1196,0,0
993,2,0,0,2,26,0,1,0,0,20,0,2,0,0
994,1002,0,0,12,112,0,510,0,0,1535,0,994,0,0
995,1002,0,0,12,122,0,510,0,0,1535,0,996,0,0
996,0,0,0,0,22,0,1,0,0,2,0,0,0,0
997,1000,0,0,10,64,0,504,0,0,1517,0,990,0,0
998,1000,0,0,10,74,0,504,0,0,1517,0,994,0,0
999,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1000,1200,0,0,14,114,0,609,0,0,1831,0,1190,0,0
1001,1202,0,0,14,128,0,610,0,0,1836,0,1200,0,0
1002,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1003,1000,0,0,10,108,0,508,0,0,1532,0,998,0,0
1004,1000,0,0,10,94,0,508,0,0,1521,0,994,0,0
1005,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1006,1002,0,0,12,74,0,506,0,0,1520,0,992,0,0
1007,1002,0,0,12,100,0,506,0,0,1531,0,996,0,0
1008,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1009,1198,0,0,12,120,0,607,0,0,1828,0,1188,0,0
1010,1200,0,0,12,100,0,608,0,0,1821,0,1190,0,0
1011,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1012,1002,0,0,12,68,0,506,0,0,1522,0,998,0,0
1013,1002,0,0,12,100,0,506,0,0,1533,0,996,0,0
1014,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1015,1000,0,0,10,108,0,508,0,0,1530,0,990,0,0
1016,1000,0,0,10,94,0,508,0,0,1519,0,994,0,0
1017,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1018,1202,0,0,14,104,0,610,0,0,1824,0,1194,0,0
1019,1202,0,0,14,124,0,610,0,0,1835,0,1196,0,0
1020,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1021,1000,0,0,10,88,0,504,0,0,1530,0,990,0,0
1022,1000,0,0,10,92,0,504,0,0,1530,0,996,0,0
1023,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1024,1002,0,0,12,90,0,510,0,0,1522,0,994,0,0
1025,1002,0,0,12,100,0,510,0,0,1522,0,998,0,0
1026,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1027,1200,0,0,12,92,0,604,0,0,1829,0,1190,0,0
1028,1168,0,0,10,76,0,587,0,0,1769,0,1160,0,0
1029,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1030,1002,0,0,12,100,0,505,0,0,1533,0,996,0,0
1031,1002,0,0,12,96,0,505,0,0,1533,0,1008,0,0
1032,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1033,1000,0,0,10,86,0,509,0,0,1519,0,994,0,0
1034,1000,0,0,10,88,0,509,0,0,1519,0,998,0,0
1035,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1036,1198,0,0,12,66,0,603,0,0,1813,0,1186,0,0
1037,1078,0,0,10,66,0,543,0,0,1634,0,1070,0,0
1038,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1039,1002,0,0,12,112,0,510,0,0,1535,0,998,0,0
1040,1002,0,0,12,126,0,510,0,0,1535,0,1000,0,0
1041,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1042,1000,0,0,10,64,0,504,0,0,1517,0,992,0,0
1043,1000,0,0,10,68,0,504,0,0,1517,0,994,0,0
1044,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1045,1200,0,0,13,92,0,606,0,0,1831,0,1192,0,0
1046,1002,0,0,12,96,0,506,0,0,1531,0,992,0,0
1047,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1048,1000,0,0,10,120,0,508,0,0,1532,0,996,0,0
1049,1000,0,0,10,100,0,509,0,0,1521,0,994,0,0
1050,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1051,1002,0,0,12,74,0,506,0,0,1520,0,992,0,0
1052,1002,0,0,12,100,0,506,0,0,1531,0,1002,0,0
1053,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1054,1095,0,0,10,118,0,555,0,0,1672,0,1086,0,0
1055,1000,0,0,10,92,0,509,0,0,1519,0,992,0,0
1056,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1057,1002,0,0,12,78,0,506,0,0,1522,0,992,0,0
1058,1002,0,0,12,96,0,505,0,0,1533,0,1006,0,0
1059,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1060,1000,0,0,10,94,0,504,0,0,1528,0,998,0,0
1061,1073,0,0,12,92,0,542,0,0,1639,0,1064,0,0
1062,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1063,1008,0,0,12,90,0,514,0,0,1531,0,1010,0,0
1064,1002,0,0,12,96,0,509,0,0,1522,0,1004,0,0
1065,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1066,1000,0,0,10,86,0,504,0,0,1530,0,1028,0,0
1067,1000,0,0,10,92,0,505,0,0,1530,0,1022,0,0
1068,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1069,1002,0,0,12,92,0,510,0,0,1522,0,992,0,0
1070,1130,0,0,14,128,0,574,0,0,1727,0,1132,0,0
1071,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1072,1000,0,0,10,86,0,509,0,0,1519,0,992,0,0
1073,1000,0,0,10,91,0,509,0,0,1519,0,1004,0,0
1074,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1075,1002,0,0,12,90,0,505,0,0,1533,0,994,0,0
1076,1002,0,0,12,98,0,505,0,0,1533,0,1002,0,0
1077,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1078,1018,0,0,14,114,0,518,0,0,1559,0,1010,0,0
1079,1202,0,0,14,126,0,610,0,0,1835,0,1202,0,0
1080,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1081,1000,0,0,10,62,0,504,0,0,1516,0,994,0,0
1082,1000,0,0,10,74,0,504,0,0,1517,0,1004,0,0
1083,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1084,1002,0,0,12,112,0,510,0,0,1535,0,994,0,0
1085,1002,0,0,12,118,0,510,0,0,1535,0,996,0,0
1086,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1087,1166,0,0,12,88,0,591,0,0,1770,0,1160,0,0
1088,1200,0,0,12,90,0,609,0,0,1821,0,1192,0,0
1089,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1090,1002,0,0,12,90,0,506,0,0,1531,0,996,0,0
1091,1002,0,0,12,94,0,505,0,0,1531,0,998,0,0
1092,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1093,1000,0,0,10,86,0,508,0,0,1521,0,990,0,0
1094,1000,0,0,10,96,0,509,0,0,1521,0,996,0,0
1095,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1096,1148,0,0,14,92,0,580,0,0,1753,0,1140,0,0
1097,1202,0,0,14,100,0,605,0,0,1833,0,1210,0,0
1098,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1099,1000,0,0,10,86,0,508,0,0,1519,0,990,0,0
1100,1000,0,0,10,86,0,509,0,0,1519,0,1002,0,0
1101,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1102,1002,0,0,12,112,0,510,0,0,1535,0,1002,0,0
1103,1002,0,0,12,112,0,509,0,0,1535,0,998,0,0
1104,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1105,1199,0,0,12,88,0,604,0,0,1828,0,1190,0,0
1106,1200,0,0,12,90,0,605,0,0,1830,0,1200,0,0
1107,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1108,1002,0,0,12,90,0,510,0,0,1522,0,992,0,0
1109,1002,0,0,12,98,0,509,0,0,1522,0,1004,0,0
1110,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1111,1000,0,0,10,86,0,504,0,0,1530,0,990,0,0
1112,1000,0,0,10,96,0,505,0,0,1530,0,1002,0,0
1113,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1114,1202,0,0,14,126,0,610,0,0,1834,0,1190,0,0
1115,1202,0,0,14,132,0,609,0,0,1835,0,1198,0,0
1116,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1117,1000,0,0,10,86,0,510,0,0,1519,0,992,0,0
1118,1000,0,0,10,94,0,509,0,0,1519,0,996,0,0
1119,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1120,1002,0,0,12,94,0,505,0,0,1533,0,996,0,0
1121,1002,0,0,12,94,0,505,0,0,1533,0,1004,0,0
1122,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1123,1202,0,0,14,122,0,611,0,0,1834,0,1192,0,0
1124,1202,0,0,14,128,0,610,0,0,1835,0,1194,0,0
1125,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1126,1000,0,0,10,66,0,504,0,0,1517,0,990,0,0
1127,1000,0,0,10,72,0,504,0,0,1517,0,1000,0,0
1128,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1129,1002,0,0,12,118,0,510,0,0,1535,0,994,0,0
1130,1002,0,0,12,122,0,510,0,0,1535,0,996,0,0
1131,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1132,1200,0,0,12,92,0,609,0,0,1819,0,1198,0,0
1133,1200,0,0,12,100,0,609,0,0,1821,0,1192,0,0
1134,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1135,1002,0,0,12,92,0,506,0,0,1531,0,1002,0,0
1136,1002,0,0,12,92,0,505,0,0,1531,0,1000,0,0
1137,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1138,1000,0,0,10,94,0,509,0,0,1521,0,994,0,0
1139,1000,0,0,10,94,0,509,0,0,1521,0,998,0,0
1140,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1141,1202,0,0,14,92,0,605,0,0,1833,0,1196,0,0
1142,1113,0,0,12,100,0,560,0,0,1700,0,1106,0,0
1143,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1144,1000,0,0,10,86,0,509,0,0,1519,0,994,0,0
1145,1000,0,0,10,86,0,509,0,0,1519,0,1002,0,0
1146,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1147,1002,0,0,12,98,0,509,0,0,1535,0,1000,0,0
1148,1002,0,0,12,112,0,509,0,0,1535,0,998,0,0
1149,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1150,1174,0,0,10,86,0,592,0,0,1789,0,1180,0,0
1151,1000,0,0,10,86,0,505,0,0,1530,0,996,0,0
1152,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1153,1002,0,0,12,90,0,509,0,0,1522,0,1004,0,0
1154,1002,0,0,12,90,0,509,0,0,1522,0,1000,0,0
1155,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1156,1000,0,0,10,94,0,505,0,0,1530,0,994,0,0
1157,1008,0,0,12,92,0,510,0,0,1542,0,1002,0,0
1158,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1159,1066,0,0,12,112,0,541,0,0,1630,0,1060,0,0
1160,1002,0,0,12,120,0,509,0,0,1535,0,996,0,0
1161,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1162,1000,0,0,10,72,0,509,0,0,1519,0,1000,0,0
1163,1000,0,0,10,90,0,509,0,0,1519,0,994,0,0
1164,2,0,0,2,48,0,2,0,0,18,0,2,0,0
1165,1002,0,0,12,98,0,505,0,0,1533,0,1012,0,0
1166,1098,0,0,14,106,0,554,0,0,1677,0,1090,0,0
1167,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1168,1001,0,0,12,118,0,510,0,0,1533,0,998,0,0
1169,1002,0,0,12,112,0,510,0,0,1535,0,994,0,0
1170,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1171,1000,0,0,10,72,0,504,0,0,1517,0,1002,0,0
1172,1000,0,0,10,64,0,504,0,0,1517,0,994,0,0
1173,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1174,1016,0,0,14,124,0,517,0,0,1556,0,1008,0,0
1175,1200,0,0,14,116,0,610,0,0,1833,0,1196,0,0
1176,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1177,1000,0,0,10,94,0,509,0,0,1521,0,1010,0,0
1178,1000,0,0,10,96,0,509,0,0,1521,0,1004,0,0
1179,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1180,1002,0,0,12,100,0,505,0,0,1531,0,994,0,0
1181,1002,0,0,12,90,0,505,0,0,1531,0,996,0,0
1182,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1183,1092,0,0,12,98,0,556,0,0,1660,0,1090,0,0
1184,1193,0,0,12,88,0,606,0,0,1810,0,1192,0,0
1185,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1186,1002,0,0,12,100,0,505,0,0,1533,0,992,0,0
1187,1002,0,0,12,90,0,505,0,0,1533,0,996,0,0
1188,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1189,1000,0,0,10,86,0,509,0,0,1519,0,998,0,0
1190,1000,0,0,10,86,0,509,0,0,1519,0,992,0,0
1191,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1192,1202,0,0,14,114,0,609,0,0,1833,0,1198,0,0
1193,1202,0,0,14,116,0,609,0,0,1835,0,1196,0,0
1194,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1195,1000,0,0,10,86,0,505,0,0,1530,0,1000,0,0
1196,1000,0,0,10,88,0,505,0,0,1530,0,996,0,0
1197,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1198,1002,0,0,12,90,0,509,0,0,1522,0,992,0,0
1199,1002,0,0,12,100,0,509,0,0,1522,0,994,0,0
1200,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1201,1198,0,0,12,88,0,605,0,0,1828,0,1196,0,0
1202,1200,0,0,12,98,0,605,0,0,1830,0,1198,0,0
1203,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1204,1002,0,0,12,112,0,509,0,0,1535,0,1000,0,0
1205,1002,0,0,12,124,0,509,0,0,1535,0,994,0,0
1206,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1207,1000,0,0,10,94,0,509,0,0,1519,0,994,0,0
1208,1000,0,0,10,102,0,509,0,0,1519,0,994,0,0
1209,2,0,0,2,48,0,2,0,0,18,0,2,0,0
1210,1200,0,0,14,102,0,604,0,0,1829,0,1194,0,0
1211,1202,0,0,14,104,0,605,0,0,1833,0,1194,0,0
1212,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1213,1002,0,0,12,114,0,510,0,0,1535,0,1002,0,0
1214,1002,0,0,12,120,0,510,0,0,1535,0,994,0,0
1215,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1216,1000,0,0,10,66,0,504,0,0,1517,0,992,0,0
1217,1000,0,0,10,74,0,504,0,0,1517,0,990,0,0
1218,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1219,1202,0,0,14,122,0,610,0,0,1835,0,1206,0,0
1220,1202,0,0,14,128,0,610,0,0,1835,0,1192,0,0
1221,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1222,1000,0,0,10,94,0,509,0,0,1521,0,1000,0,0
1223,1000,0,0,10,90,0,509,0,0,1521,0,994,0,0
1224,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1225,1002,0,0,12,98,0,505,0,0,1531,0,992,0,0
1226,1002,0,0,12,90,0,505,0,0,1531,0,994,0,0
1227,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1228,1200,0,0,12,90,0,609,0,0,1821,0,1192,0,0
1229,1200,0,0,12,90,0,609,0,0,1821,0,1196,0,0
1230,2,0,0,2,26,0,1,0,0,18,0,2,0,0
1231,1002,0,0,12,90,0,505,0,0,1533,0,996,0,0
1232,1002,0,0,12,100,0,505,0,0,1533,0,996,0,0
1233,0,0,0,0,22,0,1,0,0,4,0,0,0,0
1234,1000,0,0,10,86,0,509,0,0,1519,0,992,0,0
1235,1000,0,0,10,94,0,509,0,0,1519,0,992,0,0
1236,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1237,1202,0,0,14,116,0,609,0,0,1835,0,1202,0,0
1238,1202,0,0,14,126,0,609,0,0,1835,0,1196,0,0
1239,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1240,1000,0,0,10,86,0,505,0,0,1530,0,992,0,0
1241,1000,0,0,10,94,0,505,0,0,1530,0,998,0,0
1242,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1243,1002,0,0,12,90,0,509,0,0,1522,0,994,0,0
1244,1002,0,0,12,94,0,509,0,0,1522,0,998,0,0
1245,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1246,1198,0,0,12,90,0,604,0,0,1827,0,1189,0,0
1247,1114,0,0,10,76,0,562,0,0,1688,0,1104,0,0
1248,2,0,0,2,48,0,2,0,0,20,0,2,0,0
1249,1002,0,0,12,112,0,509,0,0,1535,0,992,0,0
1250,1002,0,0,12,122,0,509,0,0,1535,0,996,0,0
1251,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1252,1002,0,0,12,111,0,510,0,0,1535,0,1004,0,0
1253,1002,0,0,12,120,0,510,0,0,1535,0,1000,0,0
1254,0,0,0,0,22,0,1,0,0,2,0,0,0,0
1255,1146,0,0,10,65,0,577,0,0,1736,0,1154,0,0
1256,1062,0,0,10,76,0,534,0,0,1609,0,1062,0,0
1257,2,0,0,2,26,0,1,0,0,20,0,2,0,0
1258,1002,0,0,14,124,0,511,0,0,1535,0,1028,0,0
1259,1002,0,0,14,120,0,510,0,0,1535,0,1034,0,0
1260,0,0,0,0,22,0,1,0,0,2,0,0,0,0
